name,code,pop
Italy,75,8.18
Japan,31,7.45
Latvia,6,7.5
Lebanon,1,8.0
Lithuania,16,8.41
Luxembourg,3,8.9
Macedonia,1,9.0
Malaysia,12,8.66
Mexico,18,8.63
Moldova,1,10.0
Mongolia,1,10.0
Netherlands,50,8.34
New Zealand,26,7.89
Norway,24,8.48
Panama,1,7.0
Peru,3,8.0
Philippines,8,8.06
Poland,126,8.34
Portugal,24,8.08
Qatar,1,8.2
Romania,21,8.3
Russia,21,8.06
Saudi Arabia,1,7.5
Republic of Serbia,7,8.79
Slovakia,4,8.5
Slovenia,5,8.52
South Africa,8,8.5
South Korea,34,8.61
Spain,179,8.38
Sri Lanka,1,9.0
Sweden,64,7.89
Switzerland,15,8.9
Taiwan,35,8.32
Thailand,15,8.23
Turkey,3,9.33
Ukraine,9,8.68
USA,1993,8.24
Uruguay,1,6.0
Venezuela,2,9.5
Vietnam,3,8.58
Argentina,19,8.64
Australia,119,8.38
Austria,18,9.45
Belarus,2,7.75
Belgium,69,8.95
Bolivia,1,9.0
Brazil,125,9.08
Brunei,1,7.0
Bulgaria,3,9.67
Canada,421,8.49
Chile,18,8.66
China,40,9.09
Colombia,9,8.44
Croatia,11,8.85
Czech Republic,25,8.87
Denmark,30,8.75
England,17,8.17
Estonia,8,7.95
Finland,63,8.71
France,43,8.93
Germany,218,9.01
Greece,60,8.77
Guatemala,1,10.0
Honduras,1,8.8
Hungary,19,8.99
Iceland,2,8.0
India,5,8.3
Indonesia,6,8.67
Ireland,13,8.6
Israel,22,8.95
Italy,109,8.92
Japan,40,8.1
Latvia,7,8.11
Lithuania,12,8.77
Luxembourg,3,9.0
Malaysia,14,8.79
Mexico,21,8.72
Moldova,1,10.0
Mongolia,1,9.0
Netherlands,82,8.59
New Zealand,42,8.74
Norway,31,8.7
Panama,1,9.0
Peru,5,8.0
Philippines,6,7.58
Poland,141,8.62
Portugal,30,8.5
Qatar,1,8.8
Romania,18,9.26
Russia,16,8.38
Republic of Serbia,12,8.17
Slovakia,5,7.61
Slovenia,6,9.0
South Africa,9,8.91
South Korea,51,8.95
Spain,186,8.71
Sweden,97,8.37
Switzerland,16,8.78
Taiwan,40,8.7
Thailand,11,6.49
Turkey,1,9.5
Ukraine,9,7.44
USA,2484,8.4
Venezuela,3,9.0
Vietnam,2,7.75
Argentina,4,7.75
Australia,34,7.31
Austria,7,6.64
Belarus,1,9.0
Belgium,13,7.14
Brazil,7,7.84
Brunei,1,9.0
Bulgaria,1,10.0
Canada,76,7.11
Chile,1,9.0
China,3,6.5
Colombia,1,10.0
Croatia,2,7.4
Denmark,5,5.2
England,6,7.33
Finland,8,7.23
France,12,7.08
Germany,91,6.92
Greece,4,7.5
Guatemala,1,8.0
Hungary,12,7.78
India,1,8.0
Ireland,3,5.33
Israel,2,5.5
Italy,14,7.32
Japan,16,6.06
Luxembourg,1,9.0
Mexico,5,8.41
Netherlands,22,6.93
New Zealand,9,7.03
Norway,10,5.95
Philippines,1,6.0
Poland,19,7.58
Portugal,4,7.75
Romania,8,8.5
Russia,1,10.0
Saudi Arabia,1,9.0
Slovenia,1,9.0
South Africa,1,9.0
South Korea,8,7.0
Spain,19,7.14
Sweden,6,5.83
Switzerland,8,7.06
Taiwan,10,7.08
Thailand,2,8.15
Ukraine,1,8.0
USA,633,7.12
Vietnam,1,7.0
Argentina,6,7.42
Australia,51,7.71
Austria,11,8.0
Belgium,23,7.73
Brazil,27,8.06
Bulgaria,1,7.0
Canada,152,7.95
Chile,2,5.9
China,15,7.69
Colombia,1,9.0
Czech Republic,5,7.3
Denmark,7,7.57
England,9,7.13
Estonia,4,7.55
Finland,22,8.05
France,14,7.57
Germany,86,8.11
Greece,11,7.28
Hungary,9,8.22
Iceland,1,7.5
India,2,8.5
Indonesia,2,5.5
Ireland,3,7.17
Israel,7,6.43
Italy,32,8.06
Japan,37,7.49
Latvia,2,8.0
Lithuania,4,6.5
Malaysia,9,7.5
Mexico,1,8.1
Moldova,1,9.0
Netherlands,32,7.61
New Zealand,19,8.03
Norway,11,8.59
Philippines,1,10.0
Poland,22,7.09
Portugal,7,7.26
Romania,1,9.5
Russia,2,6.0
Saudi Arabia,1,8.0
Republic of Serbia,1,7.0
Slovakia,1,3.0
Slovenia,2,9.5
South Africa,3,8.0
South Korea,36,8.32
Spain,56,7.88
Sweden,20,7.9
Switzerland,7,8.64
Taiwan,21,8.19
Thailand,5,7.0
Ukraine,2,7.0
USA,983,7.91
Uruguay,1,9.0
Venezuela,2,8.0
Argentina,6,7.78
Australia,63,8.08
Austria,10,8.65
Belarus,2,7.5
Belgium,22,8.21
Bolivia,2,9.25
Brazil,63,7.97
Bulgaria,3,9.0
Canada,219,8.02
Chile,5,7.96
China,31,8.25
Colombia,3,9.0
Croatia,3,7.63
Czech Republic,14,7.25
Denmark,17,7.39
England,8,8.64
Estonia,7,6.31
Finland,37,8.09
France,35,8.45
Germany,129,8.05
Greece,25,8.0
Guatemala,1,9.0
Hungary,12,7.92
Iceland,2,8.75
India,2,7.5
Indonesia,5,8.16
Ireland,7,7.79
Israel,11,7.89
Italy,42,7.87
Japan,24,7.04
Latvia,4,7.05
Lithuania,10,8.2
Luxembourg,1,10.0
Malaysia,11,8.03
Mexico,5,6.88
Netherlands,29,8.28
New Zealand,21,7.97
Norway,15,7.33
Panama,1,8.5
Peru,1,9.0
Philippines,6,7.25
Poland,75,8.34
Portugal,11,8.22
Qatar,1,6.2
Romania,7,8.63
Russia,20,7.93
Republic of Serbia,7,7.71
Slovakia,1,8.5
Slovenia,2,9.0
South Africa,6,7.75
South Korea,27,7.29
Spain,92,8.33
Sweden,40,7.44
Switzerland,15,8.56
Taiwan,24,8.6
Thailand,5,8.2
Ukraine,7,8.79
USA,1392,7.86
Uruguay,1,10.0
Venezuela,2,9.0
Vietnam,1,5.5
Australia,24,7.97
Austria,10,8.7
Belarus,1,9.0
Belgium,16,8.52
Brazil,9,8.54
Brunei,1,8.0
Canada,81,7.96
Chile,2,8.25
Croatia,1,9.0
Czech Republic,4,6.75
Denmark,11,8.36
England,8,7.72
Estonia,6,7.83
Finland,18,7.74
France,8,8.31
Germany,68,7.91
Greece,6,7.75
Hungary,6,8.17
India,2,9.5
Indonesia,1,8.5
Ireland,2,8.0
Israel,2,10.0
Italy,21,7.64
Japan,6,4.5
Latvia,3,8.57
Lithuania,6,8.5
Malaysia,7,8.36
Mexico,2,9.6
Netherlands,14,8.07
New Zealand,12,7.96
Norway,11,8.27
Philippines,1,6.0
Poland,18,8.11
Portugal,5,7.5
Romania,1,8.0
Russia,2,7.5
Slovakia,1,1.0
Slovenia,1,9.0
South Korea,1,7.0
Spain,37,7.87
Sweden,17,7.93
Switzerland,7,8.94
Taiwan,5,7.96
Thailand,2,7.5
Ukraine,1,6.0
USA,510,7.96
Uruguay,1,9.0
Argentina,3,5.0
Australia,71,5.94
Austria,11,5.5
The Bahamas,1,8.0
Belgium,37,5.96
Bolivia,1,7.0
Brazil,18,5.43
Bulgaria,3,8.33
Canada,277,6.29
Chile,12,6.54
China,4,5.25
Colombia,8,7.61
Costa Rica,1,6.0
Croatia,9,5.8
Czech Republic,2,5.5
Denmark,25,5.74
England,9,6.69
Estonia,4,5.88
Fiji,1,6.0
Finland,30,5.73
France,20,6.31
Germany,117,6.0
Greece,29,6.77
Guatemala,1,7.0
Hungary,22,6.24
Iceland,1,8.0
India,2,5.5
Indonesia,1,8.0
Ireland,6,5.67
Israel,6,5.75
Italy,50,6.64
Japan,6,5.5
Latvia,5,5.7
Lithuania,9,5.61
Macedonia,1,6.0
Malaysia,6,5.33
Mexico,21,7.09
Moldova,1,9.0
Netherlands,64,6.16
New Zealand,17,5.45
Norway,25,6.08
Paraguay,1,7.0
Peru,3,6.67
Philippines,4,4.5
Poland,26,5.46
Portugal,26,6.54
Qatar,2,6.7
Romania,8,7.15
Russia,5,5.05
Saudi Arabia,1,5.0
Republic of Serbia,5,6.0
Slovenia,6,6.25
South Africa,5,5.8
South Korea,4,6.75
Spain,109,6.65
Sweden,51,6.08
Switzerland,10,6.45
Taiwan,1,8.5
Thailand,1,8.0
Turkey,2,8.5
USA,1476,6.14
Venezuela,1,10.0
Argentina,7,7.77
Australia,26,7.63
Austria,10,8.32
Belarus,1,8.5
Belgium,11,8.27
Bolivia,1,9.0
Brazil,31,8.64
Bulgaria,3,9.33
Canada,80,8.22
Chile,1,10.0
China,7,7.74
Colombia,3,8.33
Croatia,1,9.0
Czech Republic,4,5.25
Denmark,6,8.5
England,6,8.17
Estonia,3,7.33
Finland,9,7.9
France,10,8.2
Germany,92,8.3
Greece,15,8.64
Hungary,4,7.13
India,1,8.5
Ireland,5,9.0
Israel,3,7.37
Italy,19,6.85
Japan,5,5.2
Latvia,4,7.9
Lithuania,6,8.33
Malaysia,2,7.75
Mexico,1,10.0
Moldova,1,9.0
Netherlands,14,8.08
New Zealand,7,7.07
Norway,9,8.02
Peru,1,9.0
Philippines,5,7.7
Poland,79,8.4
Portugal,5,8.9
Qatar,1,7.2
Romania,6,9.42
Russia,10,7.31
Republic of Serbia,1,8.5
Slovakia,1,10.0
Slovenia,2,7.8
South Africa,1,9.0
South Korea,13,7.98
Spain,56,7.92
Sweden,14,7.7
Switzerland,10,8.7
Taiwan,7,8.26
Thailand,3,8.5
Ukraine,4,8.75
USA,371,7.89
Uruguay,1,9.5
Venezuela,1,7.0
Vietnam,2,8.0
Argentina,3,6.67
Australia,58,7.22
Austria,11,7.27
Belarus,1,8.0
Belgium,28,7.34
Brazil,21,7.92
Bulgaria,1,9.0
Canada,158,7.31
Chile,3,8.13
China,2,7.35
Colombia,2,7.5
Croatia,4,7.53
Czech Republic,7,8.0
Denmark,20,7.01
England,10,7.75
Estonia,3,8.6
Finland,23,7.5
France,17,7.7
Germany,142,8.0
Greece,22,7.98
Hungary,4,8.0
Iceland,1,10.0
Ireland,4,6.88
Israel,5,6.8
Italy,36,7.44
Japan,10,5.53
Latvia,1,7.0
Lithuania,2,7.0
Luxembourg,3,8.67
Malaysia,5,7.62
Mexico,3,8.33
Netherlands,39,7.87
New Zealand,10,7.27
Norway,18,7.59
Philippines,2,6.5
Poland,15,7.43
Portugal,4,6.88
Romania,2,8.6
Russia,7,6.86
Saudi Arabia,1,10.0
Republic of Serbia,3,7.67
Slovenia,1,8.0
South Africa,3,5.83
South Korea,11,7.64
Spain,47,7.26
Sweden,77,7.78
Switzerland,11,7.86
Taiwan,5,6.88
Thailand,1,6.0
Turkey,1,9.0
Ukraine,6,7.0
USA,1101,7.37
Venezuela,2,9.9
Argentina,1,8.0
Australia,24,7.03
Austria,6,6.65
Belgium,11,7.7
Brazil,10,6.89
Brunei,1,7.0
Bulgaria,1,8.0
Canada,79,7.11
Chile,2,7.25
China,6,7.03
Colombia,1,9.0
Czech Republic,5,6.9
Denmark,8,6.5
England,3,6.63
Estonia,3,6.33
Finland,8,6.51
France,15,7.68
Germany,81,7.4
Greece,7,8.27
Hungary,2,6.5
Iceland,1,7.5
India,1,8.0
Indonesia,2,7.75
Ireland,3,7.83
Israel,2,7.4
Italy,13,6.77
Japan,11,6.08
Latvia,4,7.43
Lithuania,1,7.0
Luxembourg,1,6.0
Malaysia,1,8.0
Mexico,2,7.5
Netherlands,17,7.31
New Zealand,8,7.04
Norway,12,7.28
Philippines,1,6.0
Poland,19,6.72
Portugal,4,6.6
Romania,3,8.07
Russia,3,7.67
Republic of Serbia,1,7.0
Slovakia,1,8.0
South Africa,1,7.0
South Korea,11,7.11
Spain,37,7.35
Sweden,12,7.27
Switzerland,3,7.67
Taiwan,8,7.15
Thailand,2,7.75
Turkey,1,7.0
USA,500,7.18
Argentina,1,6.0
Australia,29,5.85
Austria,9,6.56
The Bahamas,1,6.0
Belgium,26,6.28
Brazil,22,7.81
Brunei,1,6.0
Bulgaria,1,6.0
Canada,68,6.59
Chile,2,6.0
China,9,6.76
Colombia,3,8.0
Costa Rica,1,8.0
Croatia,1,9.0
Czech Republic,1,5.0
Denmark,6,6.08
England,5,5.8
Estonia,2,7.5
Finland,13,6.18
France,6,6.5
Germany,59,6.39
Greece,9,6.57
Guatemala,1,7.0
Hungary,6,6.75
India,1,8.0
Ireland,1,7.0
Israel,5,6.22
Italy,12,5.71
Japan,27,7.81
Latvia,2,6.0
Lithuania,3,6.33
Malaysia,3,6.67
Mexico,5,8.95
Netherlands,39,6.19
New Zealand,8,6.69
Norway,10,6.5
Peru,2,8.0
Philippines,1,8.0
Poland,39,7.26
Portugal,5,6.85
Romania,4,6.75
Russia,6,7.33
Saudi Arabia,1,7.0
Slovenia,1,6.0
South Africa,3,6.0
South Korea,26,7.92
Spain,58,7.11
Sweden,19,6.58
Switzerland,5,7.0
Taiwan,17,7.35
Thailand,1,8.0
Ukraine,1,6.0
USA,479,6.37
Venezuela,2,8.5
Argentina,10,6.7
Australia,47,6.9
Austria,7,7.29
Belarus,3,6.33
Belgium,46,7.38
Bolivia,1,6.5
Brazil,48,7.62
Brunei,1,8.0
Bulgaria,8,7.31
Canada,100,6.83
Chile,6,6.83
China,18,7.06
Colombia,2,7.5
Croatia,1,7.0
Czech Republic,5,5.0
Denmark,5,7.3
England,5,7.36
Estonia,13,7.4
Finland,8,7.25
France,28,6.7
Germany,66,6.52
Greece,38,7.08
Hungary,21,7.07
Iceland,1,6.0
India,1,6.0
Indonesia,8,8.09
Ireland,4,7.75
Israel,9,7.11
Italy,30,6.75
Japan,25,6.17
Latvia,11,6.94
Lithuania,16,7.55
Luxembourg,2,7.0
Malaysia,9,7.76
Mexico,1,9.0
Moldova,1,10.0
Netherlands,40,6.69
New Zealand,14,6.76
Norway,6,6.67
Peru,1,10.0
Philippines,3,6.33
Poland,86,7.25
Portugal,13,7.19
Romania,20,8.06
Russia,8,6.63
Saudi Arabia,1,8.0
Republic of Serbia,3,8.33
Slovakia,4,7.38
Slovenia,2,6.5
South Africa,2,7.0
South Korea,13,6.98
Spain,142,6.9
Sri Lanka,1,9.0
Sweden,13,7.15
Switzerland,4,6.63
Taiwan,32,7.22
Thailand,7,6.86
Turkey,2,7.25
Ukraine,13,7.25
USA,485,6.84
Uruguay,2,8.25
Venezuela,2,6.5
Vietnam,1,6.0
Argentina,5,7.9
Australia,43,7.6
Austria,11,7.5
Belgium,26,7.72
Brazil,21,7.61
Brunei,1,7.0
Bulgaria,1,8.0
Canada,88,7.46
Chile,2,9.95
China,17,7.85
Colombia,1,8.0
Croatia,3,7.4
Czech Republic,14,8.5
Denmark,11,7.44
England,9,7.5
Estonia,3,8.3
Finland,19,7.33
France,18,8.42
Germany,131,8.19
Greece,18,8.0
Hungary,11,7.94
India,1,7.8
Indonesia,3,7.67
Ireland,2,8.5
Israel,6,7.87
Italy,38,7.76
Japan,28,7.16
Latvia,6,7.8
Lithuania,5,8.2
Luxembourg,2,4.25
Malaysia,4,6.75
Mexico,2,8.35
Netherlands,28,7.74
New Zealand,9,7.72
Norway,13,7.85
Philippines,1,2.0
Poland,27,7.87
Portugal,9,8.1
Romania,3,8.0
Russia,7,7.93
Saudi Arabia,1,9.0
Republic of Serbia,1,8.0
Slovakia,3,8.17
Slovenia,2,8.5
South Africa,3,7.33
South Korea,28,7.94
Spain,56,8.12
Sweden,20,7.19
Switzerland,8,8.0
Taiwan,21,8.2
Thailand,4,8.63
Ukraine,2,5.0
USA,641,7.46
Venezuela,2,7.0
Argentina,4,8.13
Australia,31,7.56
Austria,6,8.17
Belgium,22,7.51
Bolivia,1,10.0
Brazil,31,8.0
Bulgaria,2,6.0
Canada,102,7.71
Chile,4,7.38
China,14,7.08
Colombia,1,7.5
Croatia,3,8.67
Czech Republic,3,7.17
Denmark,10,7.65
England,3,7.83
Estonia,3,5.83
Finland,33,7.82
France,16,7.59
Germany,76,7.64
Greece,15,7.82
Hungary,9,7.72
India,4,8.3
Indonesia,1,8.0
Ireland,1,8.0
Israel,6,7.78
Italy,39,7.72
Japan,16,6.96
Latvia,2,8.5
Lithuania,6,8.17
Luxembourg,1,8.5
Malaysia,6,7.92
Mexico,3,8.95
Moldova,1,10.0
Netherlands,17,6.99
New Zealand,10,7.05
Norway,10,8.1
Philippines,1,8.0
Poland,43,7.69
Portugal,10,7.8
Russia,5,6.4
Slovenia,2,8.75
South Korea,28,7.14
Spain,74,8.15
Sweden,21,7.22
Switzerland,5,8.0
Taiwan,13,7.53
Thailand,8,7.49
Turkey,1,10.0
Ukraine,2,8.0
USA,645,7.65
Venezuela,1,8.0
Argentina,8,8.13
Australia,47,7.72
Austria,12,7.5
Belgium,33,7.83
Brazil,25,7.9
Brunei,1,6.0
Bulgaria,2,8.0
Canada,148,7.8
Chile,7,8.29
China,18,7.22
Colombia,4,6.88
Croatia,1,8.5
Czech Republic,15,7.7
Denmark,9,7.22
England,7,7.89
Estonia,5,8.0
Finland,27,7.7
France,18,8.01
Germany,165,7.87
Greece,17,8.05
Hungary,11,8.18
India,3,9.0
Indonesia,3,7.83
Ireland,7,7.43
Israel,6,7.88
Italy,38,7.62
Japan,34,7.23
Latvia,2,7.0
Lithuania,1,8.0
Luxembourg,3,8.0
Malaysia,6,7.83
Mexico,3,7.23
Netherlands,45,7.91
New Zealand,20,7.36
Norway,13,7.78
Philippines,3,6.0
Poland,21,7.49
Portugal,11,7.5
Qatar,1,8.0
Romania,1,8.2
Russia,3,7.67
Republic of Serbia,1,8.3
Slovakia,2,7.25
Slovenia,2,8.75
South Africa,2,9.0
South Korea,30,7.42
Spain,76,7.65
Sweden,35,7.06
Switzerland,10,7.65
Taiwan,22,7.98
Thailand,3,7.7
Ukraine,2,5.5
USA,1091,7.74
Venezuela,2,8.5
Argentina,1,6.0
Australia,43,6.95
Austria,13,7.0
Belgium,23,6.59
Brazil,36,6.73
Brunei,1,8.0
Bulgaria,1,6.0
Canada,143,6.73
Chile,3,7.17
China,6,7.17
Croatia,3,8.67
Czech Republic,2,5.25
Denmark,12,6.0
England,3,7.33
Estonia,3,7.33
Finland,24,6.5
France,11,6.12
Germany,127,6.77
Greece,13,6.45
Hungary,9,7.64
Iceland,2,6.5
India,3,6.33
Ireland,2,7.5
Israel,5,6.21
Italy,37,7.01
Japan,25,6.39
Kenya,1,3.5
Latvia,3,6.0
Lithuania,4,6.63
Luxembourg,1,7.0
Mexico,2,7.25
Netherlands,21,7.26
New Zealand,12,6.5
Norway,12,5.88
Poland,15,6.9
Portugal,6,6.48
Romania,2,7.75
Russia,3,7.33
Republic of Serbia,2,7.0
Slovakia,1,8.0
Slovenia,3,5.67
South Africa,2,5.0
South Korea,13,6.86
Spain,10,7.65
Sweden,21,6.38
Switzerland,7,6.79
Taiwan,8,7.13
Thailand,1,8.5
Ukraine,2,7.0
USA,599,6.82
Argentina,12,7.75
Australia,70,6.88
Austria,7,6.03
The Bahamas,1,6.75
Belgium,30,6.57
Brazil,33,7.15
Bulgaria,5,8.6
Canada,255,6.83
Chile,6,7.17
China,2,7.5
Colombia,2,8.0
Costa Rica,1,6.0
Croatia,3,7.0
Czech Republic,4,6.38
Denmark,13,6.81
Ecuador,1,7.0
England,9,6.94
Estonia,10,7.35
Finland,27,6.12
France,15,6.45
Germany,84,6.45
Greece,27,6.96
Guatemala,1,8.0
Hungary,17,6.74
Iceland,1,7.5
India,2,7.0
Indonesia,1,8.0
Ireland,6,6.67
Israel,6,7.36
Italy,26,6.4
Japan,6,7.0
Latvia,6,7.0
Lithuania,4,6.5
Malaysia,4,7.18
Mexico,15,7.41
Moldova,1,8.0
Netherlands,39,6.87
New Zealand,15,6.72
Norway,21,6.74
Peru,2,6.0
Philippines,3,7.67
Poland,62,6.79
Portugal,15,6.57
Qatar,1,8.0
Romania,5,7.5
Russia,11,6.44
Republic of Serbia,1,8.0
Slovakia,2,7.0
Slovenia,5,6.8
South Africa,4,8.25
South Korea,9,5.72
Spain,76,6.93
Sri Lanka,1,7.0
Sweden,32,6.2
Switzerland,3,7.33
Taiwan,1,8.0
Thailand,2,7.5
Turkey,2,9.0
USA,1385,6.79
Venezuela,1,8.0
Argentina,10,8.54
Australia,39,8.35
Austria,7,8.29
Belarus,1,7.0
Belgium,13,8.12
Bolivia,1,1.0
Brazil,31,8.75
Bulgaria,2,8.5
Canada,141,8.5
Chile,10,8.25
China,11,7.93
Colombia,5,9.66
Croatia,3,8.97
Czech Republic,8,8.75
Denmark,6,8.4
England,7,8.71
Estonia,2,9.75
Finland,8,7.69
France,21,8.33
Germany,74,8.38
Greece,18,8.84
Hungary,4,7.63
India,1,8.0
Indonesia,2,9.0
Iraq,1,9.0
Ireland,5,8.4
Israel,7,8.72
Italy,32,8.11
Japan,17,8.68
Latvia,5,8.3
Lebanon,1,8.0
Lithuania,6,9.0
Luxembourg,2,8.0
Malaysia,2,8.5
Mexico,10,7.73
Netherlands,18,8.51
New Zealand,10,7.77
Norway,8,8.38
Paraguay,1,10.0
Peru,1,10.0
Philippines,8,8.44
Poland,35,8.58
Portugal,14,9.08
Qatar,1,6.8
Romania,5,9.6
Russia,8,8.28
Republic of Serbia,4,9.0
Slovakia,1,10.0
South Africa,3,8.0
South Korea,8,8.19
Spain,74,8.63
Sri Lanka,1,8.0
Sweden,17,7.85
Switzerland,10,8.75
Taiwan,5,6.8
Thailand,6,7.83
Turkey,1,9.0
Ukraine,8,9.25
USA,654,8.48
Uruguay,1,10.0
Venezuela,2,9.5
Vietnam,1,4.48
Argentina,4,6.18
Australia,54,7.16
Austria,9,8.08
Belgium,27,7.77
Brazil,33,7.9
Brunei,1,9.0
Bulgaria,3,7.33
Canada,206,7.65
Chile,3,8.0
China,8,7.29
Colombia,2,9.25
Costa Rica,1,7.0
Croatia,2,2.65
Czech Republic,5,7.0
Denmark,11,7.55
England,7,7.79
Estonia,3,7.0
Finland,22,7.59
France,28,7.56
Germany,93,7.38
Greece,25,8.12
Guatemala,1,8.0
Hungary,4,6.0
India,1,8.0
Indonesia,2,7.6
Ireland,2,7.0
Israel,6,6.8
Italy,35,7.48
Japan,16,6.94
Latvia,5,7.9
Lithuania,4,7.5
Luxembourg,1,8.4
Macedonia,2,9.5
Malaysia,8,6.94
Mexico,3,7.67
Moldova,1,9.0
Mongolia,1,9.0
Netherlands,22,7.59
New Zealand,16,7.19
Norway,12,7.83
Peru,1,6.0
Philippines,4,7.0
Poland,24,7.2
Portugal,9,7.64
Qatar,1,6.4
Romania,7,8.79
Russia,8,6.38
Republic of Serbia,1,4.0
Slovenia,3,7.0
South Africa,4,7.75
South Korea,16,7.97
Spain,28,7.18
Sweden,23,7.68
Switzerland,9,7.72
Taiwan,10,7.9
Thailand,2,7.5
Ukraine,2,9.0
USA,1105,7.43
Uruguay,1,9.0
Venezuela,1,5.0
Vietnam,1,5.0
Argentina,3,7.7
Australia,48,7.52
Austria,1,6.5
Belarus,1,6.0
Belgium,10,7.26
Bolivia,2,5.0
Brazil,20,8.24
Bulgaria,4,7.5
Canada,105,7.7
Chile,3,6.33
China,9,6.99
Colombia,3,7.67
Croatia,3,6.4
Czech Republic,1,6.0
Denmark,5,6.4
Ecuador,1,7.0
England,5,6.18
Finland,5,7.7
France,5,7.4
Germany,24,6.77
Greece,14,7.93
Hungary,2,6.75
India,4,8.0
Indonesia,3,9.0
Iran,1,8.0
Ireland,4,8.25
Israel,6,7.38
Italy,6,7.73
Japan,6,5.58
Latvia,4,7.5
Lithuania,6,8.38
Macedonia,1,8.0
Malaysia,3,8.83
Mexico,12,8.36
Moldova,1,8.0
Netherlands,8,7.49
New Zealand,3,7.83
Norway,8,6.75
Peru,1,7.0
Philippines,5,8.0
Poland,30,7.62
Portugal,12,7.66
Romania,11,8.28
Russia,5,7.0
Saudi Arabia,2,7.25
Republic of Serbia,7,8.76
Slovakia,2,7.95
South Africa,4,6.13
South Korea,4,7.63
Spain,25,7.22
Sweden,15,7.37
Switzerland,2,7.0
Taiwan,5,7.28
Thailand,4,6.75
Ukraine,2,7.5
USA,634,7.44
Uruguay,1,8.5
Venezuela,1,4.0
Vietnam,2,7.0
Albania,1,6.0
Argentina,17,7.83
Australia,94,7.49
Austria,12,7.08
Belarus,3,8.67
Belgium,49,8.1
Bolivia,2,9.25
Brazil,77,8.06
Bulgaria,7,8.86
Canada,332,7.77
Chile,7,7.99
China,27,7.87
Colombia,4,7.5
Costa Rica,2,8.0
Croatia,10,7.31
Czech Republic,13,8.0
Denmark,27,7.46
Ecuador,1,9.0
England,17,7.92
Estonia,5,7.0
Finland,32,8.17
France,42,7.79
Germany,143,7.63
Greece,24,7.89
Guatemala,2,7.75
Hungary,20,7.14
Iceland,3,9.0
India,1,8.0
Indonesia,3,7.0
Ireland,14,7.82
Israel,9,7.32
Italy,58,7.93
Japan,26,6.62
Latvia,8,7.75
Lithuania,21,7.99
Luxembourg,2,7.5
Malaysia,9,7.31
Mexico,22,8.0
Moldova,1,7.0
Mongolia,1,8.0
Netherlands,44,7.77
New Zealand,25,7.4
Norway,16,7.97
Peru,2,7.75
Philippines,9,8.67
Poland,126,7.77
Portugal,16,7.83
Qatar,1,10.0
Romania,15,8.39
Russia,22,8.11
Republic of Serbia,7,8.14
Slovakia,2,8.0
Slovenia,3,8.83
South Africa,7,8.07
South Korea,17,7.37
Spain,135,7.79
Sri Lanka,1,7.0
Sweden,69,7.71
Switzerland,17,7.85
Taiwan,25,7.69
Thailand,16,8.28
Ukraine,15,8.2
USA,1834,7.72
Uruguay,1,8.8
Venezuela,1,7.0
Vietnam,3,5.85
Argentina,5,7.68
Australia,32,7.09
Austria,2,7.0
Belarus,2,5.0
Belgium,6,7.83
Brazil,13,7.62
Bulgaria,2,9.0
Canada,97,7.42
Chile,1,8.0
China,7,7.31
Czech Republic,2,7.0
Denmark,4,6.0
England,6,6.97
Finland,2,8.25
France,10,7.05
Germany,36,6.41
Greece,14,7.07
Hungary,1,9.0
Indonesia,2,9.0
Ireland,5,7.3
Israel,3,7.2
Italy,9,7.61
Japan,3,5.67
Latvia,4,7.06
Luxembourg,1,6.0
Malaysia,2,6.4
Mexico,7,8.26
Netherlands,4,5.13
New Zealand,5,6.3
Norway,4,6.0
Peru,1,8.0
Philippines,6,7.83
Poland,4,5.5
Portugal,4,7.78
Qatar,2,6.2
Romania,2,8.25
Russia,6,6.83
Republic of Serbia,2,7.5
Slovakia,1,8.0
South Africa,2,7.5
Spain,33,7.21
Sweden,14,6.08
Switzerland,4,7.0
Taiwan,1,6.0
Thailand,1,9.5
Uganda,1,9.0
Ukraine,2,7.75
USA,641,7.06
Uruguay,1,9.0
Argentina,16,8.25
Australia,80,7.8
Austria,8,7.53
Belgium,28,7.9
Brazil,34,8.01
Bulgaria,9,8.78
Canada,171,8.07
Chile,11,7.65
China,17,7.57
Colombia,6,8.62
Costa Rica,1,8.0
Croatia,4,8.08
Czech Republic,7,6.64
Denmark,8,5.98
England,12,7.36
Estonia,3,8.0
Finland,21,7.85
France,35,8.08
Germany,89,7.39
Greece,23,7.87
Guatemala,1,9.0
Hungary,13,7.23
Iceland,1,8.5
India,7,8.21
Indonesia,6,9.25
Iran,2,9.0
Ireland,8,7.88
Israel,8,7.6
Italy,41,7.91
Japan,30,7.63
Kenya,1,8.0
Latvia,7,8.18
Lebanon,1,8.0
Lithuania,8,8.19
Luxembourg,2,7.5
Macedonia,1,3.0
Malaysia,5,7.8
Mexico,23,8.45
Moldova,1,8.0
Netherlands,33,7.85
New Zealand,11,7.0
Norway,13,7.85
Peru,6,8.67
Philippines,9,8.06
Poland,101,8.05
Portugal,20,8.45
Qatar,1,7.0
Romania,12,9.01
Russia,10,8.3
Saudi Arabia,2,9.5
Republic of Serbia,8,7.94
Slovakia,3,7.92
Slovenia,2,8.5
South Africa,7,8.43
South Korea,23,8.09
Spain,77,7.7
Sweden,34,7.59
Switzerland,10,7.5
Taiwan,20,8.06
Thailand,15,8.77
