,Country,Number of Users,Average Rating
6089,Slovakia,1,10.0
6090,South Africa,3,8.0
6091,South Korea,8,8.19
6092,Spain,74,8.63
6093,Sri Lanka,1,8.0
6094,Sweden,17,7.85
6095,Switzerland,10,8.75
6096,Taiwan,5,6.8
6097,Thailand,6,7.83
6098,Turkey,1,9.0
6099,Ukraine,8,9.25
6100,USA,654,8.48
6101,Uruguay,1,10.0
6102,Venezuela,2,9.5
6103,Vietnam,1,4.48
6104,Argentina,4,6.18
6105,Australia,54,7.16
6106,Austria,9,8.08
6107,Belgium,27,7.77
6108,Brazil,33,7.9
6109,Brunei,1,9.0
6110,Bulgaria,3,7.33
6111,Canada,206,7.65
6112,Chile,3,8.0
6113,China,8,7.29
6114,Colombia,2,9.25
6115,Costa Rica,1,7.0
6116,Croatia,2,2.65
6117,Czech Republic,5,7.0
6118,Denmark,11,7.55
6119,England,7,7.79
6120,Estonia,3,7.0
6121,Finland,22,7.59
6122,France,28,7.56
6123,Germany,93,7.38
6124,Greece,25,8.12
6125,Guatemala,1,8.0
6126,Hungary,4,6.0
6127,India,1,8.0
6128,Indonesia,2,7.6
6129,Ireland,2,7.0
6130,Israel,6,6.8
6131,Italy,35,7.48
6132,Japan,16,6.94
6133,Latvia,5,7.9
6134,Lithuania,4,7.5
6135,Luxembourg,1,8.4
6136,Macedonia,2,9.5
6137,Malaysia,8,6.94
6138,Mexico,3,7.67
6139,Moldova,1,9.0
6140,Mongolia,1,9.0
6141,Netherlands,22,7.59
6142,New Zealand,16,7.19
6143,Norway,12,7.83
6144,Peru,1,6.0
6145,Philippines,4,7.0
6146,Poland,24,7.2
6147,Portugal,9,7.64
6148,Qatar,1,6.4
6149,Romania,7,8.79
6150,Russia,8,6.38
6151,Republic of Serbia,1,4.0
6152,Slovenia,3,7.0
6153,South Africa,4,7.75
6154,South Korea,16,7.97
6155,Spain,28,7.18
6156,Sweden,23,7.68
6157,Switzerland,9,7.72
6158,Taiwan,10,7.9
6159,Thailand,2,7.5
6160,Ukraine,2,9.0
6161,USA,1105,7.43
6162,Uruguay,1,9.0
6163,Venezuela,1,5.0
6164,Vietnam,1,5.0
6165,Argentina,3,7.7
6166,Australia,48,7.52
6167,Austria,1,6.5
6168,Belarus,1,6.0
6169,Belgium,10,7.26
6170,Bolivia,2,5.0
6171,Brazil,20,8.24
6172,Bulgaria,4,7.5
6173,Canada,105,7.7
6174,Chile,3,6.33
6175,China,9,6.99
6176,Colombia,3,7.67
6177,Croatia,3,6.4
6178,Czech Republic,1,6.0
6179,Denmark,5,6.4
6180,Ecuador,1,7.0
6181,England,5,6.18
6182,Finland,5,7.7
6183,France,5,7.4
6184,Germany,24,6.77
6185,Greece,14,7.93
6186,Hungary,2,6.75
6187,India,4,8.0
6188,Indonesia,3,9.0
6189,Iran,1,8.0
6190,Ireland,4,8.25
6191,Israel,6,7.38
6192,Italy,6,7.73
6193,Japan,6,5.58
6194,Latvia,4,7.5
6195,Lithuania,6,8.38
6196,Macedonia,1,8.0
6197,Malaysia,3,8.83
6198,Mexico,12,8.36
6199,Moldova,1,8.0
6200,Netherlands,8,7.49
6201,New Zealand,3,7.83
6202,Norway,8,6.75
6203,Peru,1,7.0
6204,Philippines,5,8.0
6205,Poland,30,7.62
6206,Portugal,12,7.66
6207,Romania,11,8.28
6208,Russia,5,7.0
6209,Saudi Arabia,2,7.25
6210,Republic of Serbia,7,8.76
6211,Slovakia,2,7.95
6212,South Africa,4,6.13
6213,South Korea,4,7.63
6214,Spain,25,7.22
6215,Sweden,15,7.37
6216,Switzerland,2,7.0
6217,Taiwan,5,7.28
6218,Thailand,4,6.75
6219,Ukraine,2,7.5
6220,USA,634,7.44
6221,Uruguay,1,8.5
6222,Venezuela,1,4.0
6223,Vietnam,2,7.0
6224,Albania,1,6.0
6225,Argentina,17,7.83
6226,Australia,94,7.49
6227,Austria,12,7.08
6228,Belarus,3,8.67
6229,Belgium,49,8.1
6230,Bolivia,2,9.25
6231,Brazil,77,8.06
6232,Bulgaria,7,8.86
6233,Canada,332,7.77
6234,Chile,7,7.99
6235,China,27,7.87
6236,Colombia,4,7.5
6237,Costa Rica,2,8.0
6238,Croatia,10,7.31
6239,Czech Republic,13,8.0
6240,Denmark,27,7.46
6241,Ecuador,1,9.0
6242,England,17,7.92
6243,Estonia,5,7.0
6244,Finland,32,8.17
6245,France,42,7.79
6246,Germany,143,7.63
6247,Greece,24,7.89
6248,Guatemala,2,7.75
6249,Hungary,20,7.14
6250,Iceland,3,9.0
6251,India,1,8.0
6252,Indonesia,3,7.0
6253,Ireland,14,7.82
6254,Israel,9,7.32
6255,Italy,58,7.93
6256,Japan,26,6.62
6257,Latvia,8,7.75
6258,Lithuania,21,7.99
6259,Luxembourg,2,7.5
6260,Malaysia,9,7.31
6261,Mexico,22,8.0
6262,Moldova,1,7.0
6263,Mongolia,1,8.0
6264,Netherlands,44,7.77
6265,New Zealand,25,7.4
6266,Norway,16,7.97
6267,Peru,2,7.75
6268,Philippines,9,8.67
6269,Poland,126,7.77
6270,Portugal,16,7.83
6271,Qatar,1,10.0
6272,Romania,15,8.39
6273,Russia,22,8.11
6274,Republic of Serbia,7,8.14
6275,Slovakia,2,8.0
6276,Slovenia,3,8.83
6277,South Africa,7,8.07
6278,South Korea,17,7.37
6279,Spain,135,7.79
6280,Sri Lanka,1,7.0
6281,Sweden,69,7.71
6282,Switzerland,17,7.85
6283,Taiwan,25,7.69
6284,Thailand,16,8.28
6285,Ukraine,15,8.2
6286,USA,1834,7.72
6287,Uruguay,1,8.8
6288,Venezuela,1,7.0
6289,Vietnam,3,5.85
6290,Argentina,5,7.68
6291,Australia,32,7.09
6292,Austria,2,7.0
6293,Belarus,2,5.0
6294,Belgium,6,7.83
6295,Brazil,13,7.62
6296,Bulgaria,2,9.0
6297,Canada,97,7.42
6298,Chile,1,8.0
6299,China,7,7.31
6300,Czech Republic,2,7.0
6301,Denmark,4,6.0
6302,England,6,6.97
6303,Finland,2,8.25
6304,France,10,7.05
6305,Germany,36,6.41
6306,Greece,14,7.07
6307,Hungary,1,9.0
6308,Indonesia,2,9.0
6309,Ireland,5,7.3
6310,Israel,3,7.2
6311,Italy,9,7.61
6312,Japan,3,5.67
6313,Latvia,4,7.06
6314,Luxembourg,1,6.0
6315,Malaysia,2,6.4
6316,Mexico,7,8.26
6317,Netherlands,4,5.13
6318,New Zealand,5,6.3
6319,Norway,4,6.0
6320,Peru,1,8.0
6321,Philippines,6,7.83
6322,Poland,4,5.5
6323,Portugal,4,7.78
6324,Qatar,2,6.2
6325,Romania,2,8.25
6326,Russia,6,6.83
6327,Republic of Serbia,2,7.5
6328,Slovakia,1,8.0
6329,South Africa,2,7.5
6330,Spain,33,7.21
6331,Sweden,14,6.08
6332,Switzerland,4,7.0
6333,Taiwan,1,6.0
6334,Thailand,1,9.5
6335,Uganda,1,9.0
6336,Ukraine,2,7.75
6337,USA,641,7.06
6338,Uruguay,1,9.0
6339,Argentina,16,8.25
6340,Australia,80,7.8
6341,Austria,8,7.53
6342,Belgium,28,7.9
6343,Brazil,34,8.01
6344,Bulgaria,9,8.78
6345,Canada,171,8.07
6346,Chile,11,7.65
6347,China,17,7.57
6348,Colombia,6,8.62
6349,Costa Rica,1,8.0
6350,Croatia,4,8.08
6351,Czech Republic,7,6.64
6352,Denmark,8,5.98
6353,England,12,7.36
6354,Estonia,3,8.0
6355,Finland,21,7.85
6356,France,35,8.08
6357,Germany,89,7.39
6358,Greece,23,7.87
6359,Guatemala,1,9.0
6360,Hungary,13,7.23
6361,Iceland,1,8.5
6362,India,7,8.21
6363,Indonesia,6,9.25
6364,Iran,2,9.0
6365,Ireland,8,7.88
6366,Israel,8,7.6
6367,Italy,41,7.91
6368,Japan,30,7.63
6369,Kenya,1,8.0
6370,Latvia,7,8.18
6371,Lebanon,1,8.0
6372,Lithuania,8,8.19
6373,Luxembourg,2,7.5
6374,Macedonia,1,3.0
6375,Malaysia,5,7.8
6376,Mexico,23,8.45
6377,Moldova,1,8.0
6378,Netherlands,33,7.85
6379,New Zealand,11,7.0
6380,Norway,13,7.85
6381,Peru,6,8.67
6382,Philippines,9,8.06
6383,Poland,101,8.05
6384,Portugal,20,8.45
6385,Qatar,1,7.0
6386,Romania,12,9.01
6387,Russia,10,8.3
6388,Saudi Arabia,2,9.5
6389,Republic of Serbia,8,7.94
6390,Slovakia,3,7.92
6391,Slovenia,2,8.5
6392,South Africa,7,8.43
6393,South Korea,23,8.09
6394,Spain,77,7.7
6395,Sweden,34,7.59
6396,Switzerland,10,7.5
6397,Taiwan,20,8.06
6398,Thailand,15,8.77
6399,Turkey,2,8.0
6400,Uganda,1,5.0
6401,Ukraine,5,8.0
6402,USA,1212,8.0
6403,Venezuela,2,8.5
6404,Vietnam,3,8.42
6405,Argentina,11,8.6
6406,Australia,29,7.6
6407,Austria,5,8.0
6408,Belarus,2,9.0
6409,Belgium,7,8.86
6410,Brazil,18,8.39
6411,Bulgaria,1,10.0
6412,Canada,93,7.8
6413,Chile,11,8.68
6414,China,12,8.38
6415,Colombia,2,6.25
6416,Czech Republic,5,6.7
6417,Denmark,8,6.98
6418,Ecuador,1,7.0
6419,England,7,7.66
6420,Finland,9,7.28
6421,France,15,8.33
6422,Germany,44,7.85
6423,Greece,10,7.83
6424,Hungary,4,9.25
6425,India,1,9.0
6426,Indonesia,1,8.0
6427,Ireland,5,8.5
6428,Israel,5,8.4
6429,Italy,23,7.51
6430,Japan,1,1.0
6431,Latvia,2,7.0
6432,Lithuania,2,6.5
6433,Luxembourg,2,7.75
6434,Malaysia,4,5.85
6435,Mexico,11,7.82
6436,Netherlands,15,8.35
6437,New Zealand,5,7.21
6438,Norway,8,7.56
6439,Peru,1,10.0
6440,Philippines,3,8.5
6441,Poland,29,8.13
6442,Portugal,10,7.41
6443,Qatar,2,7.9
6444,Romania,7,8.79
6445,Russia,14,8.21
6446,Republic of Serbia,2,8.75
6447,Slovakia,2,8.0
6448,Slovenia,1,10.0
6449,South Africa,8,7.41
6450,South Korea,4,7.5
6451,Spain,68,8.05
6452,Sweden,20,7.22
6453,Switzerland,2,9.0
6454,Taiwan,6,8.05
6455,Thailand,4,7.88
6456,Turkey,1,8.5
6457,Ukraine,4,8.68
6458,USA,642,7.91
6459,Uruguay,4,8.25
6460,Venezuela,2,8.0
6461,Argentina,5,8.14
6462,Australia,32,8.01
6463,Austria,2,8.5
6464,Belarus,1,7.0
6465,Belgium,5,9.04
6466,Bolivia,1,9.0
6467,Brazil,36,8.03
6468,Canada,88,8.0
6469,Chile,1,7.0
6470,China,2,5.1
6471,Colombia,2,8.25
6472,Croatia,3,10.0
6473,Czech Republic,2,8.25
6474,Denmark,5,8.2
6475,England,2,9.0
6476,Finland,7,6.91
6477,France,9,7.44
6478,Germany,50,8.04
6479,Greece,7,8.86
6480,Guatemala,1,9.0
6481,Hungary,5,6.4
6482,Iceland,1,9.0
6483,Indonesia,1,9.0
6484,Ireland,5,8.4
6485,Israel,3,5.4
6486,Italy,14,7.18
6487,Japan,3,6.0
6488,Latvia,1,8.0
6489,Lithuania,6,7.67
6490,Luxembourg,1,8.0
6491,Malaysia,3,9.1
6492,Mexico,3,7.83
6493,Netherlands,6,8.55
6494,New Zealand,5,7.23
6495,Norway,5,7.7
6496,Philippines,1,10.0
6497,Poland,28,7.78
6498,Portugal,6,7.83
6499,Romania,1,8.0
6500,Russia,2,7.5
6501,Saudi Arabia,1,9.0
6502,Republic of Serbia,2,6.9
6503,Slovenia,3,10.0
6504,South Africa,4,7.75
6505,South Korea,6,7.42
6506,Spain,67,8.09
6507,Sweden,21,6.81
6508,Switzerland,4,6.38
6509,Taiwan,3,7.67
6510,Thailand,2,8.5
6511,Turkey,2,9.0
6512,Ukraine,2,7.25
6513,USA,573,8.05
6514,Uruguay,1,8.0
6515,Vietnam,1,2.5
6516,Argentina,20,8.22
6517,Australia,69,7.84
6518,Austria,17,8.74
6519,Azerbaijan,1,7.0
6520,Belarus,1,9.0
6521,Belgium,47,8.02
6522,Brazil,82,8.51
6523,Brunei,1,8.0
6524,Bulgaria,7,8.79
6525,Canada,232,8.12
6526,Chile,12,8.57
6527,China,26,8.02
6528,Colombia,4,7.88
6529,Croatia,2,7.25
6530,Czech Republic,19,8.21
6531,Denmark,20,8.21
6532,Ecuador,1,9.0
6533,England,13,8.28
6534,Estonia,5,6.4
6535,Finland,31,7.95
6536,France,41,8.32
6537,Germany,182,8.1
6538,Greece,43,8.4
6539,Guatemala,1,9.0
6540,Honduras,1,8.6
6541,Hungary,18,8.83
6542,Iceland,4,8.5
6543,India,5,8.2
6544,Indonesia,3,8.0
6545,Iran,1,10.0
6546,Ireland,8,7.94
6547,Israel,13,8.38
6548,Italy,67,7.98
6549,Japan,27,7.12
6550,Kenya,1,8.0
6551,Latvia,10,8.5
6552,Lithuania,10,7.8
6553,Luxembourg,3,7.27
6554,Malaysia,8,7.99
6555,Mexico,12,9.06
6556,Moldova,3,9.5
6557,Netherlands,46,7.96
6558,New Zealand,19,7.68
6559,Norway,19,8.09
6560,Paraguay,1,8.0
6561,Peru,4,7.63
6562,Philippines,6,8.08
6563,Poland,103,8.27
6564,Portugal,23,8.46
6565,Qatar,1,7.6
6566,Romania,18,8.78
6567,Russia,19,7.84
6568,Republic of Serbia,6,8.25
6569,Slovakia,5,8.61
6570,Slovenia,5,9.1
6571,South Africa,4,8.5
6572,South Korea,33,7.92
6573,Spain,142,8.34
6574,Sri Lanka,1,7.0
6575,Sweden,45,7.64
6576,Switzerland,12,8.13
6577,Taiwan,35,8.33
6578,Thailand,12,7.16
6579,Ukraine,11,8.65
6580,USA,1172,8.08
6581,Uruguay,2,9.0
6582,Venezuela,2,10.0
6583,Vietnam,3,7.42
6584,Argentina,3,5.83
6585,Australia,34,6.22
6586,Austria,1,7.0
6587,The Bahamas,1,7.0
6588,Belgium,19,5.63
6589,Bolivia,1,7.0
6590,Brazil,33,6.07
6591,Bulgaria,1,7.0
6592,Canada,92,6.39
6593,Chile,4,5.38
6594,Colombia,2,7.75
6595,Czech Republic,3,5.47
6596,Denmark,7,4.71
6597,England,1,6.0
6598,Estonia,3,5.0
6599,Finland,4,6.13
6600,France,5,5.58
6601,Germany,57,6.24
6602,Greece,18,6.94
6603,Guatemala,1,8.0
6604,Hungary,3,7.47
6605,India,1,6.2
6606,Ireland,5,7.1
6607,Israel,3,6.17
6608,Italy,30,6.6
6609,Latvia,1,7.0
6610,Lithuania,1,6.0
6611,Mexico,9,6.82
6612,Netherlands,44,6.42
6613,New Zealand,5,6.26
6614,Norway,16,5.56
6615,Peru,1,8.0
6616,Poland,11,6.41
6617,Portugal,5,6.6
6618,Qatar,1,8.0
6619,Russia,2,6.0
6620,Republic of Serbia,4,7.75
6621,Slovenia,1,4.0
6622,South Africa,1,7.0
6623,South Korea,7,6.57
6624,Spain,41,7.2
6625,Sweden,22,6.14
6626,Switzerland,7,6.32
6627,USA,811,6.26
6628,Argentina,5,7.56
6629,Australia,25,7.66
6630,Austria,3,7.33
6631,Belarus,1,7.0
6632,Belgium,7,8.07
6633,Brazil,26,8.66
6634,Bulgaria,2,8.0
6635,Canada,87,8.06
6636,Chile,1,7.2
6637,China,6,7.38
6638,Czech Republic,6,7.0
6639,Denmark,5,6.6
6640,England,7,7.57
6641,Estonia,2,8.5
6642,Finland,7,8.43
6643,France,9,7.61
6644,Germany,45,7.5
6645,Greece,7,8.21
6646,Hungary,2,8.75
6647,Iceland,1,8.5
6648,India,1,9.5
6649,Indonesia,1,6.5
6650,Ireland,6,8.08
6651,Israel,3,7.67
6652,Italy,29,7.14
6653,Japan,9,6.17
6654,Latvia,4,7.25
6655,Lithuania,4,7.0
6656,Malaysia,2,8.5
6657,Mexico,3,8.17
6658,Netherlands,12,7.76
6659,New Zealand,4,6.75
6660,Norway,5,7.72
6661,Philippines,5,8.18
6662,Poland,35,7.74
6663,Portugal,3,8.8
6664,Qatar,1,7.2
6665,Romania,5,8.57
6666,Russia,6,7.5
6667,Republic of Serbia,1,7.0
6668,Slovakia,1,6.0
6669,South Africa,2,9.5
6670,South Korea,9,7.33
6671,Spain,20,7.71
6672,Sweden,16,7.28
6673,Switzerland,4,7.5
6674,Taiwan,9,7.71
6675,Thailand,1,9.0
6676,Ukraine,2,8.0
6677,USA,502,7.84
6678,Venezuela,2,7.5
6679,Vietnam,1,7.77
6680,Argentina,6,7.68
6681,Australia,50,7.76
6682,Austria,1,6.0
6683,Belarus,1,8.0
6684,Belgium,10,8.38
6685,Brazil,32,8.0
6686,Bulgaria,1,10.0
6687,Canada,134,7.79
6688,Chile,8,7.88
6689,China,8,7.15
6690,Colombia,4,8.13
6691,Croatia,2,8.0
6692,Czech Republic,1,7.0
6693,Denmark,1,8.0
6694,England,2,7.0
6695,Finland,6,6.67
6696,France,14,8.03
6697,Germany,20,6.49
6698,Greece,9,7.36
6699,Honduras,1,8.3
6700,Hungary,1,5.0
6701,Indonesia,3,8.33
6702,Ireland,6,8.33
6703,Israel,3,8.17
6704,Italy,18,7.37
6705,Japan,15,6.93
6706,Latvia,3,6.33
6707,Lithuania,3,8.0
6708,Luxembourg,2,8.05
6709,Malaysia,3,7.83
6710,Mexico,11,8.45
6711,Netherlands,7,7.07
6712,New Zealand,6,8.18
6713,Norway,5,6.8
6714,Peru,1,7.0
6715,Philippines,2,8.0
6716,Poland,6,8.67
6717,Portugal,4,7.75
6718,Romania,3,8.33
6719,Russia,6,7.33
6720,Saudi Arabia,2,7.5
6721,Slovakia,1,10.0
6722,South Africa,1,8.0
6723,South Korea,10,7.45
6724,Spain,100,7.97
6725,Sweden,11,7.55
6726,Switzerland,1,7.0
6727,Taiwan,9,8.16
6728,Thailand,10,7.08
6729,Ukraine,3,8.33
6730,USA,684,7.55
6731,Uruguay,1,9.0
6732,Venezuela,1,8.0
6733,Vietnam,1,5.0
6734,Argentina,15,7.55
6735,Australia,54,7.43
6736,Austria,7,7.64
6737,Belarus,1,6.0
6738,Belgium,6,5.75
6739,Brazil,25,7.94
6740,Bulgaria,1,9.5
6741,Canada,134,7.45
6742,Chile,8,5.96
6743,China,8,7.13
6744,Colombia,3,7.17
6745,Czech Republic,1,8.0
6746,Denmark,5,6.92
6747,England,5,8.2
6748,Finland,4,7.5
6749,France,9,7.41
6750,Germany,26,7.21
6751,Greece,7,6.93
6752,Hungary,5,7.2
6753,Iceland,1,8.0
6754,India,3,7.83
6755,Indonesia,1,10.0
6756,Iran,1,5.0
6757,Ireland,4,8.48
6758,Israel,5,7.26
6759,Italy,19,7.49
6760,Japan,8,6.25
6761,Latvia,3,6.67
6762,Lithuania,2,7.5
6763,Luxembourg,1,9.0
6764,Malaysia,4,7.75
6765,Mexico,10,7.73
6766,Netherlands,21,7.09
6767,New Zealand,7,6.94
6768,Norway,4,6.63
6769,Peru,2,8.0
6770,Philippines,6,7.37
6771,Poland,16,7.09
6772,Portugal,15,7.53
6773,Romania,2,8.48
6774,Russia,2,7.5
6775,Republic of Serbia,5,7.3
6776,Slovakia,1,10.0
6777,Slovenia,1,8.0
6778,South Africa,6,7.92
6779,South Korea,12,7.42
6780,Spain,76,7.41
6781,Sweden,17,6.59
6782,Switzerland,4,6.63
6783,Taiwan,7,7.59
6784,Thailand,5,7.4
6785,Turkey,1,7.5
6786,Uganda,1,7.0
6787,Ukraine,1,6.0
6788,USA,705,7.49
6789,Uruguay,2,8.75
6790,Venezuela,2,7.0
6791,Vietnam,2,7.25
6792,Argentina,3,6.33
6793,Australia,32,6.56
6794,Austria,6,5.42
6795,Belgium,9,5.83
6796,Brazil,8,7.75
6797,Brunei,1,8.0
6798,Bulgaria,2,5.75
6799,Canada,86,6.47
6800,Chile,2,7.0
6801,China,1,8.0
6802,Croatia,2,5.4
6803,Denmark,2,5.5
6804,Finland,3,6.03
6805,France,9,6.63
6806,Germany,68,6.73
6807,Greece,27,6.68
6808,Hungary,4,6.25
6809,India,3,8.0
6810,Ireland,2,5.5
6811,Israel,1,8.0
6812,Italy,33,6.65
6813,Japan,3,6.67
6814,Malaysia,1,5.0
6815,Mexico,1,8.0
6816,Netherlands,4,6.75
6817,New Zealand,2,5.5
6818,Norway,3,6.0
6819,Paraguay,1,6.0
6820,Peru,1,6.0
6821,Philippines,2,5.5
6822,Poland,28,7.13
6823,Portugal,4,6.76
6824,Qatar,1,7.4
6825,Russia,2,6.5
6826,Slovenia,1,7.0
6827,South Africa,1,6.0
6828,South Korea,1,10.0
6829,Spain,32,6.08
6830,Sweden,5,7.8
6831,Switzerland,5,7.5
6832,Turkey,1,7.0
6833,USA,606,6.45
6834,Venezuela,1,8.0
6835,Argentina,15,7.93
6836,Australia,54,7.51
6837,Austria,3,8.0
6838,Belarus,1,4.0
6839,Belgium,23,7.89
6840,Brazil,47,8.12
6841,Bulgaria,4,8.0
6842,Canada,154,7.8
6843,Chile,10,7.37
6844,China,15,7.46
6845,Colombia,2,9.0
6846,Croatia,3,7.73
6847,Czech Republic,9,7.22
6848,Denmark,8,7.64
6849,England,11,7.69
6850,Estonia,2,7.5
6851,Finland,7,7.37
6852,France,23,7.18
6853,Germany,54,7.69
6854,Greece,20,7.9
6855,Guatemala,1,8.0
6856,Hungary,17,8.06
6857,Iceland,1,7.0
6858,India,3,8.17
6859,Indonesia,3,8.0
6860,Ireland,8,7.88
6861,Israel,9,7.42
6862,Italy,31,7.5
6863,Japan,11,6.31
6864,Latvia,3,7.5
6865,Lithuania,8,8.88
6866,Luxembourg,1,8.0
6867,Macedonia,3,8.33
6868,Malaysia,5,8.3
6869,Mexico,9,7.59
6870,Moldova,1,10.0
6871,Netherlands,17,7.28
6872,New Zealand,11,7.42
6873,Norway,7,6.74
6874,Peru,2,9.0
6875,Philippines,5,8.7
6876,Poland,50,7.7
6877,Portugal,14,8.27
6878,Qatar,1,6.8
6879,Romania,7,7.73
6880,Russia,6,8.33
6881,Republic of Serbia,3,6.83
6882,Slovakia,3,8.07
6883,Slovenia,1,9.0
6884,South Africa,5,8.6
6885,South Korea,10,6.75
6886,Spain,67,7.91
6887,Sweden,23,7.08
6888,Switzerland,5,7.6
6889,Taiwan,8,7.75
6890,Thailand,9,7.31
6891,Uganda,1,6.0
6892,Ukraine,3,8.63
6893,USA,655,7.61
6894,Uruguay,2,8.5
6895,Vietnam,2,7.1
6896,Argentina,7,8.39
6897,Australia,45,8.29
6898,Austria,5,8.5
6899,Azerbaijan,1,8.0
6900,Belarus,1,9.0
6901,Belgium,26,8.42
6902,Brazil,60,9.2
6903,Bulgaria,2,7.0
6904,Canada,150,8.44
6905,Chile,4,7.5
6906,China,20,8.55
6907,Colombia,5,9.64
6908,Croatia,3,9.07
6909,Czech Republic,8,9.19
6910,Denmark,9,8.11
6911,Ecuador,1,9.0
6912,England,7,8.34
6913,Estonia,1,8.6
6914,Finland,13,8.57
6915,France,24,8.63
6916,Germany,124,8.68
6917,Greece,16,8.86
6918,Honduras,1,8.8
6919,Hungary,7,8.36
6920,Iceland,1,8.0
6921,India,2,8.25
6922,Indonesia,1,10.0
6923,Ireland,6,8.0
6924,Israel,9,8.34
6925,Italy,48,8.62
6926,Japan,22,8.05
6927,Latvia,4,8.63
6928,Lebanon,1,9.0
6929,Lithuania,8,9.13
6930,Malaysia,3,9.0
6931,Mexico,8,8.88
6932,Netherlands,32,8.33
6933,New Zealand,10,8.18
6934,Norway,10,8.69
6935,Philippines,6,7.5
6936,Poland,59,8.47
6937,Portugal,10,7.99
6938,Qatar,1,7.2
6939,Romania,6,8.5
6940,Russia,12,7.94
6941,Republic of Serbia,4,9.23
6942,Slovakia,2,9.6
6943,Slovenia,2,9.5
6944,South Africa,2,9.0
6945,South Korea,16,8.48
6946,Spain,66,8.42
6947,Sweden,23,8.0
6948,Switzerland,8,7.35
6949,Taiwan,19,9.05
6950,Thailand,7,8.64
6951,Turkey,1,8.5
6952,Ukraine,7,7.71
6953,USA,642,8.23
6954,Venezuela,2,8.0
6955,Vietnam,2,7.5
6956,Argentina,7,8.83
6957,Australia,36,8.06
6958,Austria,6,8.5
6959,Belarus,1,10.0
6960,Belgium,22,8.36
6961,Bolivia,2,5.25
6962,Brazil,39,8.97
6963,Bulgaria,3,9.0
6964,Canada,123,8.66
6965,Chile,8,8.48
6966,China,10,8.85
6967,Colombia,7,8.71
6968,Croatia,2,8.8
6969,Czech Republic,10,8.95
6970,Denmark,8,8.58
6971,England,8,8.13
6972,Estonia,3,9.53
6973,Finland,15,8.05
6974,France,21,8.87
6975,Germany,108,8.64
6976,Greece,15,8.96
6977,Guatemala,1,10.0
6978,Hungary,15,8.87
6979,Iceland,2,8.5
6980,India,2,9.25
6981,Indonesia,2,10.0
6982,Ireland,5,8.92
6983,Israel,7,8.95
6984,Italy,31,8.38
6985,Japan,16,8.88
6986,Latvia,3,9.1
6987,Lebanon,1,10.0
6988,Lithuania,7,8.43
6989,Luxembourg,3,6.67
6990,Malaysia,1,10.0
6991,Mexico,7,8.95
6992,Netherlands,25,8.21
6993,New Zealand,9,8.53
6994,Norway,10,7.92
6995,Paraguay,1,9.0
6996,Peru,2,8.5
6997,Philippines,5,8.4
6998,Poland,63,8.89
6999,Portugal,6,8.08
7000,Qatar,1,7.8
7001,Romania,6,8.74
7002,Russia,9,8.32
7003,Republic of Serbia,3,9.1
7004,Slovakia,2,9.85
7005,Slovenia,1,9.0
7006,South Africa,2,8.0
7007,South Korea,16,8.49
7008,Spain,95,8.81
7009,Sweden,22,7.82
7010,Switzerland,8,8.63
7011,Taiwan,5,8.24
7012,Thailand,6,8.7
7013,Ukraine,9,8.17
7014,USA,626,8.51
7015,Uruguay,1,9.0
7016,Venezuela,1,8.0
7017,Argentina,15,8.63
7018,Australia,55,8.26
7019,Austria,9,9.17
7020,Belarus,2,8.0
7021,Belgium,20,8.27
7022,Bolivia,1,9.0
7023,Brazil,46,8.68
7024,Bulgaria,5,9.6
7025,Canada,137,8.28
7026,Chile,5,8.44
7027,China,21,8.79
7028,Colombia,5,8.5
7029,Croatia,2,8.2
7030,Czech Republic,10,8.3
7031,Denmark,8,8.24
7032,Ecuador,1,9.0
7033,England,14,8.46
7034,Estonia,2,9.35
7035,Finland,11,7.95
7036,France,20,8.53
7037,Germany,109,8.27
7038,Greece,21,8.65
7039,Guatemala,2,8.0
7040,Honduras,1,8.1
7041,Hungary,7,8.29
7042,Iceland,2,9.5
7043,India,3,8.83
7044,Indonesia,1,9.0
7045,Iran,1,9.0
7046,Ireland,6,8.58
7047,Israel,12,8.85
7048,Italy,41,8.23
7049,Japan,23,7.55
7050,Kenya,1,8.0
7051,Latvia,4,8.81
7052,Lithuania,6,6.83
7053,Luxembourg,3,6.83
7054,Malaysia,3,8.83
7055,Mexico,7,9.24
7056,Netherlands,20,8.15
7057,New Zealand,12,8.01
7058,Norway,11,8.49
7059,Peru,1,7.0
7060,Philippines,6,8.08
7061,Poland,65,8.73
7062,Portugal,10,8.42
7063,Qatar,1,9.0
7064,Romania,12,8.99
7065,Russia,13,9.02
7066,Republic of Serbia,2,9.5
7067,Slovakia,2,6.5
7068,Slovenia,1,8.0
7069,South Africa,4,8.5
7070,South Korea,23,8.35
7071,Spain,97,8.59
7072,Sweden,20,7.86
7073,Switzerland,10,7.45
7074,Taiwan,22,8.7
7075,Thailand,4,9.13
7076,Ukraine,5,9.5
7077,USA,931,8.38
7078,Venezuela,2,9.5
7079,Vietnam,2,10.0
7080,Argentina,6,7.58
7081,Australia,26,7.43
7082,Austria,13,7.85
7083,Belgium,45,7.92
7084,Bolivia,1,9.0
7085,Brazil,14,8.04
7086,Canada,113,7.77
7087,Chile,13,8.21
7088,China,4,8.78
7089,Colombia,4,8.0
7090,Croatia,2,7.5
7091,Czech Republic,17,7.29
7092,Denmark,8,7.0
